text_EN,text_ZH,labels
I am way pissed off today.,我今天很生气。,1
Fuck off,滚蛋,1
I am not ok,我不好,1
I have had better days,我有更好的日子,1
I am angry with my boss as he always shouts at me,我对我的老板很生气，因为他总是冲我大喊大叫,1
Today i feel like crap!,今天我觉得自己很糟糕！,1
"I am angry at my boss, she's always so demanding and does not think about people's mental health at all",我对我的老板很生气，她总是那么苛刻，根本不考虑人们的心理健康,1
"everything sucks, I hate my life",一切都很糟糕，我讨厌我的生活,1
"Not good, I had a very bad day today.",不好，我今天过得很糟糕。,1
I started thinking about when my brother left and got angry ,我开始想我哥哥什么时候离开并生气,1
Really Annoyed! My boss doesn't respect my time at all!,真的很生气！我的老板根本不尊重我的时间！,1
"I feel very stressed out, I am mad at my boyfriend because he is always late without letting me know in advance.",我感到压力很大，我对我的男朋友很生气，因为他总是迟到而不提前通知我。,1
I started thinking about when my partner left me and I got very angry,我开始想到我的对象离开我的时候，我很生气,1
I feel bad,我心情不好,1
I am annoyed with my son as he did not eat his lunch today,我对我儿子很生气，因为他今天没有吃午饭,1
I'm very  irritated,我很心烦,1
I'm very upset because I dropped my phone and now it's cracked.,我很不高兴，因为我的手机摔坏了。,1
My roommate is driving me mad with her sloppiness!,我的室友因为她的草率而让我发疯！,1
I'm pretty pissed right now.,我现在很生气。,1
I'm really mad at my husband for arguing with me.,我真的对我丈夫很生气，他和我吵架了。,1
To be honest I feel mad and like I could hurt someone.,老实说，我感到很生气，就像我会伤害某人一样。,1
I can't stand anyone in my life right now.,我现在无法忍受我生命中的任何人。,1
"I just want to punch someone, really. I'm so fed up with everything right now.",我只是想打人，真的。我现在对一切都感到厌烦了。,1
"I'm infuriated with my partner, I found out they cheated",我对我的搭档很生气，我发现他们出轨了,1
I'm not at all fine.,我一点都不好。,1
I just feel like smashing something. My boss has been very difficult lately.,我只是想砸东西。我的老板最近很为难。,1
"I'm so frustrated! My parents just don't understand me, no matter what I say.",我很沮丧！无论我说什么，我的父母都不理解我。,1
Just pissed off about everything,对一切都很生气,1
"Not so good, because the bank messed up my checking account.",不太好，因为银行搞砸了我的支票账户。,1
I don't even want to talk about it,我什至不想谈论它,1
I want to smash someone's face in. People are such assholes these days.,我想砸人的脸。现在的人都是混蛋。,1
I'm angry as hell. I lost a big bet.,我气得要死。我输了一个大赌注。,1
I am enraged.,我很生气。,1
I am feeling angry for my co-workers actions.,我对同事的行为感到愤怒。,1
I want to shout,我想喊,1
I am sick and tired of this shit.,我厌倦了这种狗屎。,1
I feel very angry because my son does not obey my instructions.,我感到非常生气，因为我的儿子不听从我的指示。,1
I am so mad I could kill someone.,我太生气了，我可以杀了人。,1
I am angry with my  brother.,我对我弟弟很生气。,1
I just feel really angry lately.,我只是觉得最近很生气。,1
I feel so mad I could explode -- My brother really knows how to push my buttons.,我气得快要爆炸了——我哥哥真的知道如何按我的按钮。,1
I'm pissed off,我很生气,1
I am angry.,我很生气。,1
I am quite angry at the moment.,我现在很生气。,1
I am not in the mood to talk to someone.,我没有心情和别人说话。,1
I punched my ex's car window right through.,我直接打了我前任的车窗。,1
I just dont want to deal with this right now.,我只是不想现在处理这个。,1
A classmate took my project suggestion as her own.,一个同学把我的项目建议当成了自己的。,1
Not good. I found out my husband is cheating on me.,不好。我发现我老公出轨了。,1
"Terrible. I'm angry at my brother, who I believe is trying to turn the rest of my family against me.",糟糕的。我对我的兄弟很生气，我相信他正试图让我的家人反对我。,1
I'm a bit mad,我有点生气,1
My ex ruined my life and I am MAD.,我的前任毁了我的生活，我疯了。,1
I'm livid that I've been totally dumped by my ex and ghosted.,我很生气，我完全被我的前任甩了，而且被鬼魂化了。,1
I am not good because I am so angry that my husband purchased an expensive vehicle and never talked to me about it first. He has made me so upset.,我不好，因为我很生气，以至于我丈夫买了一辆昂贵的汽车，而且从来没有和我说过这件事。他让我如此沮丧。,1
Like a volcano that's about to erupt.,就像一座即将喷发的火山。,1
"I'm bad! I got fired from my job, I'm really angry. I did everything right in my job, it's their fault I feel that way.",我不好！我被解雇了，我真的很生气。我在工作中做的一切都是正确的，我有这种感觉是他们的错。,1
"Pretty shit today, everything is going wrong.",今天太糟糕了，一切都出错了。,1
I just feel angry all the time. I think I deserve better than this to be honest.,我只是一直觉得很生气。老实说，我认为我应该得到比这更好的。,1
I am incredibly frustrated.,我非常沮丧。,1
I'm feeling very bad,我感觉很糟糕,1
I'm really annoyed! Today has been one thing after another.,我真的很生气！今天是一件又一件的事情。,1
I am mad because my cats have ruined my favourite rug,我很生气，因为我的猫毁了我最喜欢的地毯,1
I am really mad.,我真的很生气。,1
I am so angry with my coworkers,我对我的同事很生气,1
I am angry,我很生气,1
I am annoyed by the way my partner behaves.,我对我伴侣的行为方式感到恼火。,1
"I' m not great - in fact, I am very angry right now.","我不是很好 - 事实上, 我现在很生气。",1
Do you have any use to know about this,你知道这有什么用吗,1
Today is really taking a toll on me and i'm exhausted.,今天真的对我造成了伤害，我已经筋疲力尽了。,1
I'm mad about my job. I feel stuck in it and it frustrates me.,我对我的工作很生气。我感到被困在其中，这让我感到沮丧。,1
I'm furious.,我很生气。,1
My parents fought with me so i am angry,我父母和我吵架所以我很生气,1
I am mad because I broke a plate and the pieces went all over the floor.,我很生气，因为我打破了一个盘子，碎片散落在地板上。,1
I feel ready to fight.,我感觉准备随时斗争的紧张。,1
I'm upset about something my best friend said to me.,我对我最好的朋友对我说的话感到不安。,1
"I feel furious, like I can't even think straight.",我感到很愤怒，好像我什至无法直视。,1
Like I need to chill,就像我需要冷静,1
"I'm very angry, people in my work group exclude me for nothing",我很生气，我工作组的人无缘无故地排斥我,1
I am totally irritated about my friend's actions.,我对我朋友的行为感到非常恼火。,1
"I'm not cool today, I'm angry",我今天不爽，我很生气,1
I am really unhappy,我真的很不开心,1
I keep finding myself involuntarily clenching my fists.  I feel like my nerves are shot and I'm about to explode.,我不断发现自己不由自主地握紧拳头。我感觉我的神经被击中了，我快要爆炸了。,1
Terrible! my roommate stole my necklace!,糟糕的！我的室友偷了我的项链！,1
"i feel very irritated, i got in a bar fight and got banned from there",我感到非常恼火，我在酒吧打架并被禁止在那里,1
It's a very bad moment,这是一个非常糟糕的时刻,1
Not at all well!,一点都不好！,1
I don't f* know,我他妈不知道,1
"I can't believe she cheated on me, I'm so hurt and mad right now.",我不敢相信她欺骗了我，我现在非常受伤和生气。,1
"I am thinking about a fight that I had with my mother recently, and it made me mad.",我在想我最近和妈妈吵架，这让我很生气。,1
I am so mad at my boss for writing me up.,我很生气我的老板写信给我。,1
Annoyed and angry. Nobody around me is listening to me.,生气又生气。我周围没有人在听我说话。,1
Don't bother me,不要打扰我,1
"i am not ok, thinking about my children i got very angry",我不好，想到我的孩子我很生气,1
Everything sucks today.,今天一切都糟透了。,1
I feel very irritable.,我觉得很烦躁。,1
It's a very bad day.,这是非常糟糕的一天。,1
"I'm always getting kicked down, I'm really mad!",我总是被生活踢倒，我真的很生气！,1
"Pissed off, my friend is being really annoying.",生气了，我的朋友真的很烦人。,1
"I am really, really angry. I feel I could burst.",我真的，真的很生气。我觉得我可以炸了。,1
I hate this country!,我恨这个国家！,1
I would like to bring back to life my friend who killed himself to kill him,我想让我为了杀他而自杀的朋友起死回生,1
I feel stressed,我感到有压力,1
Do you have a bonus question?,你有其他问题吗？,1
I am angry at myself because I can't lose weight and have no self control,我生自己的气，因为我不能减肥，也没有自制力,1
I am angry at the whole world!,我对全世界都很生气！,1
I am mad at my partner for doing nothing around the house,我对我的伴侣在房子周围无所事事感到生气,1
"Oh, don't even get me started!",哦，甚至不要让我开始！,1
"Frustrated, IÃ•m angry and I donÃ•t know why.",沮丧，我很生气，我不知道为什么。,1
I am very angry today,我今天很生气,1
"Pissed off! The traffic was a nightmare, some guy cut me off and I almost crashed into them!",被惹毛了！交通是一场噩梦，有人把我拦住了，我差点撞上他们！,1
I am so pissed off because my dog tore my favourite couch apart while I was out working.,我很生气，因为我的狗在我外出工作时撕毁了我最喜欢的沙发。,1
It's their fault that I feel the way I do.,我有这种感觉是他们的错。,1
My mood is off,我的心情不好,1
I am angry with my neigbor as he is making a ruckus,我对我的邻居很生气，因为他正在制造噪音,1
I'm feeling very short tempered,我觉得脾气很暴躁,1
I'm kind of pissed off because James did not do his part of the assignment.,我有点生气，因为詹姆斯没有完成他的任务。,1
"If someone else tries to cut me off in traffic, I'm going to explode!",如果其他人试图在交通中切断我，我会爆炸！,1
Nothing seems to be going right and I can't get anybody to listen to me.,一切似乎都不顺利，我无法让任何人听我说话。,1
I feel crappy. I've been fighting with my friend.,我觉得很烂，我和我朋友吵架了。,1
My emotions are boiling over and I'm about to explode.,我的情绪在沸腾，我快要爆炸了。,1
I hate everyone I come in contact with.,我讨厌我接触的每个人。,1
"I'm very mad. My boss chewed me out, and my friend keeps asking me for favors I can't help him with.",我很生气。我的老板把我逼疯了，我的朋友一直向我要我帮不了他的忙。,1
"My family is driving me nuts, I can't stand them",我的家人让我发疯，我受不了他们,1
I'm not in the mood of talking.,我没心情说话。,1
If I'm being honest I could probably break something at the moment. I have failed one of my classes.,老实说，我现在可能会破坏某些东西。我的一门课没及格。,1
"I'm livid, my landlord just gave me some terrible news.",我很生气，我的房东刚刚给了我一些可怕的消息。,1
"I thought that I was getting better, but I have been really mad about things again",我以为我在变好，但我真的又为事情生气了,1
"Actually, I am mad about how much it will cost to buy heating oil this winter.",其实，我对这个冬天取暖油的价钱而生气。,1
I just have these outbursts randomly,我只是随机有这些爆发,1
"Someone scratched up my car when it was parked in the grocery store parking lot, and I'm furious.",我的车停在杂货店停车场时，有人蹭了我的油漆，我很生气。,1
I'm mad. I'm sick and tired of my wife.,我生气了。我厌倦了我的妻子。,1
I am angry at someone.,我对某人生气。,1
Really fed up a lot with this.,真的受够了这个。,1
I'm very upset,我很不高兴,1
I am flat out mad.,我完全疯了。,1
I feel very angry because my sister hurt me a lot.,我感到非常生气，因为我姐姐伤害了我很多。,1
I feel so angry about the situation in my hometown.,我对家乡的情况感到非常生气。,1
I am angry at my friend's misconduct.,我对我朋友的不当行为感到愤怒。,1
I have a lot of stuff going on; I'm mad.,我有很多事情要做；我生气了。,1
I'm angry and feel like nobody respects me.,我很生气，觉得没有人尊重我。,1
I'm not happy at all,我一点都不开心,1
I am pissed off and want to feel better.,我很生气，想要感觉好点。,1
"I am not that good, I want to be left alone.",我没那么好，我想一个人呆着。,1
I feel like I want to hit someone.,我觉得我想打人。,1
"I am angry, what do you think. Stop asking these questions.",我生气了，你怎么看。不要再问这些问题了。,1
My father is always calling me stupid and lazy.,我父亲总是说我愚蠢和懒惰。,1
Terrible. My mother in law won't stop overstepping boundaries.,糟糕的。我岳母不会停止越界。,1
"I'm really angry at my neighbor, who picked another fight with me this morning for no reason at all.",我真的对我的邻居很生气，他今天早上无缘无故地和我吵架了。,1
I am pretty angry,我特别生气,1
I'm really upset about the way my former partner and I split.,我对我和我的前对象分手的方式感到非常沮丧。,1
I'm irate at my ex-girlfriend and I can't believe I screwed up our relationship.,我对我的前女友很生气，我不敢相信我搞砸了我们的关系。,1
Terrible! I am furious because my neighbor called my child a bad name because she was mad at him for going into her yard. I think she is a ridiculous person!,糟糕的！我很生气，因为我的邻居说我的孩子是坏名声，因为她因为他进入她的院子而生他的气。我觉得她是个可笑的人！,1
"I'm mad as hell, and I can't take much more of this.",我快疯了，我不可忍受了。,1
"I'm not fine, I had a fight with my parents and I left the house, I'm very angry. It's their fault I feel like this.",我不好，我和父母吵架了，我离开了家，我很生气。我有这种感觉是他们的错。,1
"Obviously I'm not good, I really hurt myself earlier",明明我不好，我真的早伤害了自己,1
I have lost a significant amount of money and I am mad at myself. I feel like punching myself.,我损失了一大笔钱，我对自己很生气。我想打自己。,1
I hate everyone today.,我似乎今天讨厌所有人。,1
I am not ok today,我今天不好,1
"I'm annoyed. Evey time I think I'm on top of things, something else comes along.",我很烦。每当我认为自己处于领先地位时，就会出现其他情况。,1
I am incredibly frustrated with my work lately.,我最近对我的工作感到非常沮丧。,1
I am angry and I don't know how to change it.,我很生气，我不知道如何改变它。,1
I am just mad at life because nothing ever seems to go right for me.,我只是对生活很生气，因为似乎没有什么事情适合我。,1
I am annoyed,我很烦,1
"Horrible, my deadbeat dad beat me as usual",太可怕了，我的坏爸爸像往常一样打我,1
I am not happy and a little upset at the moment.,我现在不开心，有点不高兴。,1
You don't have the right to ask this question,你无权问这个问题,1
I am so angry I could scream.,我很生气，我可以尖叫。,1
My best friend has been acting like a jerk and I am angry at her.,我最好的朋友一直表现得像个混蛋，我对她很生气。,1
I feel resentful and spiteful.,我感到愤恨和恶意。,1
My patner disappointed me so i am angry,我的朋友让我失望所以我很生气,1
I am pissed off because my best friend did not show up at my birthday party.,我很生气，因为我最好的朋友没有出现在我的生日聚会上。,1
I'm mad at everything right now.,我现在对一切都很生气。,1
"I'm really angry right now. I just got passed up for a promotion at work, and it's because one of my colleagues took credit for my idea.",我现在真的很生气。我刚刚因为工作中的晋升而被拒绝，这是因为我的一位同事认为我的想法值得称赞。,1
"I feel pissed off, like life is unfair and I am helpless with it.",我感到很生气，就像生活是不公平的，我对此很无助。,1
Angry,生气的,1
"I'm so hateful, the person I trusted the most betrayed me in a way I couldn't even imagine",我太可恨了，我最信任的人以我无法想象的方式背叛了我,1
I am annoyed by the way my partner behaves.,我对我伴侣的行为方式感到恼火。,1
I'm feeling very angry today,我今天感到非常生气,1
I hate everything,我讨厌一切,1
I can't say I feel great.  I'm as irritable as I've ever been and I'm afraid of doing or saying something I might regret.,我不能说我感觉很棒。我和以前一样易怒，我害怕做或说一些我可能会后悔的事情。,1
Very disappointed! my teacher wrongfully accused me of cheating,非常失望！我的老师错误地指责我作弊,1
"i am really angry, i saw my husband cheating on me",我真的很生气，我看到我丈夫欺骗我,1
It's a very tense moment,这是一个非常紧张的时刻,1
How could I be in such a situation?,我怎么会在这种情况下？,1
I feel like punching someone,我想打人,1
"My boss belittles me all the time, I can't take it anymore.",我的老板一直在贬低我，我再也受不了了。,1
I am mad that my boss passed me up for a raise.,我很生气我的老板不让我加薪。,1
"I have never felt so angry before, I just got falsely accused of stealing.",我以前从来没有这么生气过，我只是被诬告偷窃。,1
"Not good at all. Im furious, just got into a fight with my partner.",一点都不好。我很生气，刚刚和我的伙伴吵架了。,1
Like a sucker,像个傻逼,1
i am very angry with my boss because he is pushy,我对我的老板很生气，因为他咄咄逼人,1
Today is waning my patience.,今天这一天考验了我的耐心。,1
I am being persecuted.,我正在被迫害。,1
My friend's behaviour makes me angry.,我朋友的行为让我很生气。,1
"So sick of being treated badly, I've never been so angry!",受够了被虐待，我从来没有这么生气过！,1
Angry. People at work expect me to do everything!,生气的。工作中的人期望我做任何事情！,1
I am mad at my partner for lying to me.,我对我的伴侣对我撒谎感到生气。,1
"I am mad at the situation here, I really hate career politicians.",我对这里的情况很生气，我真的很讨厌职业政治家。,1
I hate my girl,我讨厌我的女孩,1
I am tired,我累了,1
Worse than yesterday,比昨天更糟,1
I am angry because life is just so unfair,我很生气，因为生活太不公平了,1
"Look, if I could I would break everything, including this f***ing computer!",看，如果可以的话，我会打破一切，包括这台该死的电脑！,1
"I work, I cook and I clean, what else do they want me to do ffs!",我工作，我做饭，我打扫卫生，他们还想让我做什么！,1
Im sooo mad right now I'd punch someone,我现在很生气我会打人,1
"Ok, but I feel irritated.",好吧，但我觉得很烦。,1
I cannot control myself in this moment,这一刻我无法控制自己,1
I'm so stressed! I haven't had a minute for myself all week!,我压力好大！我整整一周都没有时间独处！,1
"I am so mad, I have just discovered that my husband is cheating on me with a coworker.",我很生气，我刚刚发现我的丈夫和一个同事在欺骗我。,1
I'm good thanks!,我很好谢谢！,2
I am feeling quite good as I have just found out I passed my exam,我感觉很好，因为我刚刚发现我通过了考试,2
I feel as if all is right with the world.,我觉得这个世界好像一切都很好。,2
Brilliant! I am having the best day!!,杰出的！我度过了最美好的一天！！,2
I feel really great actually.,其实我感觉真的很棒。,2
Absolutely brilliant!,好极了！,2
I'm great! It's a beautiful day!,我很好！这是美好的一天！,2
I am feeling relaxed and at ease today,我今天感觉轻松自在,2
Great! My lottery numbers came up last night and I'm quitting my job.,再好不过了！昨晚我的彩票号码出来了，我要辞职了。,2
I'm feeling great!,我感觉很棒！,2
"I'm feeling great, things are fantastic at work!",我感觉很棒，工作很棒！,2
I'm feeling great. No complaints,我感觉很棒没什么好抱怨的,2
I'm feeling good thanks!,我感觉很好谢谢！,2
"I'm feeling good, thanks!",我感觉很好，谢谢！,2
Pretty good,非常好,2
I am feeling alive and blessed.,我感到活着和幸福。,2
Pretty good.,非常好。,2
I'm feeling great. I have just returned from a mini break.,我感觉很棒我刚从一个小假期回来。,2
"Pretty good, things are going well",还不错，事情进展顺利,2
I'm feeling wonderful thank you.,我感觉很棒谢谢你。,2
So chill.,很放松,2
I am particular pleased today with my stock market portfolio performance.,我今天对我的股票市场投资组合表现特别满意。,2
"I'm great, how are you?",我过的不错你近来怎样？,2
I'm feeling wonderful thank you!,我感觉很棒谢谢！,2
I feel brilliant!,我觉得很棒！,2
I am really happy today.,我今天真的很开心。,2
I am feeling great thank you.,我感觉很好，谢谢你。,2
I'm feeling good to be fair,我真的感觉不错,2
"Thank you for asking, I feel really happy today",谢谢你的提问，我今天真的很开心,2
"Really good, got a good night's rest.",真的很好，睡了一个好觉。,2
I'm great,我很好,2
I'm feeling grand. Its a lovely day out. How are you?,我感觉很厉害这是美好的一天。你好吗？,2
I couldn't be happier,我不能更快乐,2
I'm feeling happy horses have won,我很高兴马赢了,2
"I'm feeling great, things are going really well at the moment",我感觉很好，目前一切都挺好,2
optimistic,乐观的,2
"I'm feeling great, thanks.",我感觉很好，谢谢。,2
Today's a good day for me.,今天对我来说是个好日子。,2
Really great,非常好,2
All good,都好,2
I am over the moon!,我开心极了！,2
I feel great.,我感觉好极了。,2
I am feeling well.,我感觉很好。,2
I'm doing great!,我很好！,2
"Good, thank you! I just found my favorite hat I thought I had lost.",好的谢谢你！我刚刚找到了我以为丢了的最喜欢的帽子。,2
"I am quite relaxed today, it's my day off",我今天很放松，是我的休息日,2
I'm doing really well actually. Thanks.,实际上我做得很好。谢谢。,2
I'm feeling on top of the world.,我感觉自己站在世界之巅。,2
I am delighted with my new apartment and its location,我对我的新公寓和它的位置很满意,2
"I'm feeling good, happy in my skin",我感觉很好，我对我现在的处境感到满意,2
"I'm feeling good today, I passed my exam!",我今天感觉很好，我通过了考试！,2
I am feeling great today,我今天感觉很好,2
"Fantastic, really fantastic",太棒了，真的太棒了,2
Great! Managed to get all of my tasks checked off my list today.,好的！今天设法将我所有的任务从我的清单中核对出来。,2
Great thanks. You?,万分谢意。你？,2
"I'm good, thank you.",我很好谢谢。,2
I'm great.,我很好。,2
"I'm good thank you, I have just received a piece of good news",我很好谢谢你，我刚刚收到一个好消息,2
Great. Thank you.,好极了。谢谢你。,2
Great!,再好不过了！,2
I am happy to be where I am,我很满足我现在的情况,2
Feeling really good,感觉真好,2
I am doing well today as I went for a walk in the park,我今天在公园散步时表现很好,2
I feel good,我感觉很好,2
"I'm well thank you, i thank God for life",我很好，谢谢你，感谢上帝赐予我生命,2
"I am feeling wonderful thank you, I have just been told that I am being nominated for an award.",我感觉很棒，谢谢，我刚刚被告知我被提名一个奖项。,2
Great,非常好,2
The sun is out and I have a feeling this is going to be a great day!,太阳出来了，我有一种感觉，这将是美好的一天！,2
great,很好,2
I'm feeling great thanks,我感觉很好谢谢,2
"I am doing great, just got my long awaited promotion",我做得很好，我得到了期待已久的晋升,2
I feel happy,我感到开心,2
I am great.,我很好。,2
I am fantastic and feel I am accomplishing a lot today.,我太棒了，觉得我今天取得了很多成就。,2
I'm good!,我很好！,2
I am feeling amazing!,我感觉很神奇！,2
I'm feeling really good!,我感觉真的很好！,2
"I am feeling great today, this sun is shining and it's a good day.",我今天感觉很好，阳光明媚，是美好的一天。,2
"I feel great, i'm in my happy place.",我感觉很好，我在我快乐的地方。,2
I'm feeling great.,我感觉很棒,2
"I am feeling over the moon today, nothing can bring me down.",我今天感觉好极了，没有什么可以让我失望。,2
I am happy today because am on holiday tomorrow.,我今天很高兴，因为我明天放假。,2
"On top of the world, mate!",在世界之巅，伙计！,2
I am feeling great.,我感觉很棒。,2
"I'm doing well, thank you! Just started my vacation and it's been relaxing.",我很好，谢谢！刚刚开始我的假期，很放松。,2
"I'm great thanks very much, I've had a good day",我很好，非常感谢，我度过了愉快的一天,2
"I am feeling great today, thank you!",我今天感觉很好，谢谢！,2
Great I've just won the lotto,太好了，我刚中了彩票,2
Pretty good.,非常好。,2
Life is good.,生活很好。,2
I am feeling great today! Thank you.,我今天感觉很棒！谢谢你。,2
Hopeful,充满希望,2
"It is a wonderful day, and I am feeling great.",这是美好的一天，我感觉很棒。,2
Top of the world,再好不过了,2
"I'm doing great, thanks for asking!",我做得很好，谢谢你的提问！,2
I feel very happy for getting a promotion,升职了我感到很开心,2
"I'm feeling pretty good, thanks!",我感觉很好，谢谢！,2
I feel great.,我感觉好极了。,2
I am having a fantastic day.,我度过了美好的一天。,2
"very happy, my heart is full.",很开心，心里很充实。,2
"Feeling great today, slept well!",今天心情很好，睡得很好！,2
I am feeling happy because I got into my dream university,我感到很高兴，因为我进入了我梦想中的大学,2
Not too bad at all.,一点也不差。,2
"All good thanks, no complaints!",一切都很好，谢谢，没有啥可抱怨！,2
I feel really positive,我觉得有很多正能量。,2
Amazing thank you for asking!,非常感谢您的提问！,2
I feel so happy. I have everything I want in life right now.,我真高兴。我现在拥有我想要的一切。,2
I am feeling in control and at peace today,我今天感到控制和平静,2
I'm so relieved. My test results came back yesterday and I'm all clear.,我就放心了我的测试结果昨天回来了，我很清楚。,2
I'm feeling on top of the world!,我感觉自己站在世界之巅！,2
"Things are good, the new house looks fantastic!",很好，新房子看起来棒极了！,2
I feel fantastic,我感觉棒极了,2
Great!,超棒！,2
"I'm having a good day, no complaints here.",我今天过得很愉快，这里没有抱怨。,2
Today is a good day,今天是个好日子,2
I am positive and grateful.,我很积极也很感激。,2
"Everything feels smooth and happy, thanks!",一切都感觉很顺利，很开心，谢谢！,2
All is good. I have had a lovely day walking in the mountains.,一切都很好。我在山上散步度过了愉快的一天。,2
I'm doing well,我很好,2
Life is great!,生活是美好的！,2
"I'm good, thanks.",我很好谢谢。,2
The weather has been very good today and we had an enjoyable leisurely walk in the park.,今天天气很好，我们在公园里悠闲地散步。,2
Feeling awesome,感觉真棒,2
Very well thank you,很好，谢谢,2
I'm feeling great!,我感觉很棒！,2
"Today, I'm really content.",今天，我真的很满足。,2
Couldn't feel better if I tried,如果我尝试过，感觉不会更好,2
Great. How about you?,好的。你呢？,2
"I'm feeling great thank you, perfectly content",我感觉很好谢谢你，非常满意,2
"Feeling great today, looking forward to the afternoon.",今天心情很好，期待下午。,2
"Fine thanks, and you?",很好，谢谢，你呢？,2
"Good, life is going well lately and I'm feeling quiet content",很好，最近生活进展顺利，我感到很平静,2
I feel like I have achieved everything I wanted to today,我觉得我今天已经实现了我想要的一切,2
I feel contented I have finished work for this week and can now relax,完成了本周的工作，我感到很满足，现在可以放松了,2
"I feel good, I've got a nice feeling inside for the first time in a while",我感觉很好，我在一段时间内第一次有一种很好的感觉,2
positive,积极的,2
Not bad. Feeling happy today.,不错。今天心情很愉快。,2
I feel really happy today.,我今天真的很开心。,2
All good with me,对我很好,2
Great,很棒,2
I am ecstatic today.,我今天欣喜若狂。,2
I haven't felt this good in a long time!,好久没有这么好的感觉了！,2
I am feeling fantastic.,我感觉棒极了。,2
I'm feeling good today.,我今天感觉很好。,2
"I am feeling great, thanks for asking! I got a great sleep last night.",我感觉很好，谢谢你的提问！我昨晚睡得很好。,2
I am happy because yesterday it was my birthday and I received lots of presents,我很高兴，因为昨天是我的生日，我收到了很多礼物,2
Much better. There is a lot to be grateful for right now.,好多了。现在有很多值得感激的地方。,2
Things are going my way these days.,这些天事情正在按我的方式进行。,2
I am glad that my boss chose me for that promotion,我很高兴我的老板选择了我参加升职,2
"I'm feeling great, life is good",我感觉很好，生活很好,2
I'm feeling excited to see my family today.,今天能见到我的家人，我感到很兴奋。,2
It's such a lovely sunny day,这是一个如此美好的晴天,2
Doing great thanks,做得很好谢谢,2
"I'm feeling good, only 30 minutes left and then I log off work for two whole weeks.",我感觉很好，只剩下 30 分钟了，然后我就下班了整整两个星期。,2
I actually am!,我其实是！,2
I'm feeling fulfilled.,我感觉很满足。,2
I'm astounding.,我很震惊。,2
"Fantastic thank you, I'm currently preparing for a date with my crush",太棒了，谢谢你，我正在准备和我喜欢的人约会,2
Fantastic. It's a good day so far!,极好的。到目前为止，这是美好的一天！,2
"Pretty good, actually!",其实还不错！,2
I am content in my life,我对我的生活很满意,2
Excellent thanks for asking,非常感谢您的提问,2
I'm feeling happy because I went out with my friends,我很高兴因为我和我的朋友出去了,2
"Yeah, I'm sweet",是的，我很好,2
"I am good, i cannot complain",我很好，我不能抱怨,2
"I am good thank you, feeling quite happy with my life at the moment - I just met someone remarkable. How are you feeling today?",我很好，谢谢，此刻对我的生活感到非常满意 - 我刚刚遇到了一个了不起的人。你今天感觉如何？,2
I'm well thank you,我很好，谢谢,2
Today I am overwhelmed with joy. My results came back negative.,今天，我欣喜若狂。我的结果是阴性的。,2
amazeballs,超级好,2
"All is going well, Im delighted to say",一切顺利，我很高兴地说,2
"The day has a been a good one, my son got got a championship",这一天过得很好，我儿子拿到了冠军,2
I feel overjoyed,我感到欣喜若狂,2
I am delighted.,我很高兴。,2
I am elated I just passed my exam.,我很高兴我刚刚通过了考试。,2
I feel great.,我感觉好极了。,2
I am on top of the world!,我在世界之巅！,2
"Im ready to go, I can't wait to start the day!",我准备好了，我等不及要开始新的一天了！,2
Wonderful ! I have a new job.,超好的 ！我有一份新工作了。,2
"I'm doing well, I feel very happy today.",我做得很好，我今天感到很高兴。,2
"I'm good, ready for the day.",我很好，准备好迎接这一天了。,2
Today is going to be awesome,今天会很精彩,2
"A lot of good things have happened today, so I'm particularly happy.",今天发生了很多好事，所以我特别高兴。,2
Couldn't be happier.,简直不能更快乐。,2
I am so happy right now.,我现在很开心。,2
Great! My exam marks were released and I did well!,超棒！我的考试成绩出炉了，我考得很好！,2
"I'm feeling fabulous, I've just dropped a dress size",我感觉棒极了，我刚刚减掉了一件衣服尺码,2
"I am feeling very content today, thank you!",今天感觉很满足，谢谢！,2
"Excellent, it's my birthday",太好了，今天是我的生日,2
I'm great.,我很好。,2
It is a magical day to be alive!,活着真是神奇的一天！,2
"Today is a great day, how are you?",今天是个好日子，你好吗？,2
Excited,兴奋的,2
"I slept really well last night, and I am feeling calm and rested, and in the best of spirits.",昨晚我睡得很好，我感到平静和休息，精神状态最好。,2
"Flying it again, thankfully",再飞一次，谢天谢地,2
"Pretty good thanks, how about yourself?",很好，谢谢，你自己呢？,2
Everything is wonderful thank you,一切都很美好谢谢,2
"Great, I'm having a terrific day!",太好了，我今天过得很愉快！,2
I am fine.,我很好。,2
I am really happy because it is not raining today.,我真的很高兴，因为今天没有下雨。,2
"very content within myself, i feel in high spirits.",我自己很满足，我感觉精神抖擞。,2
Doing well thank you,过的得好谢谢,2
I am feeling content as my football team won the world cup,我的足球队赢得了世界杯，我感到很满足,2
Everything is going well for me.,对我来说一切都很顺利。,2
"Yep, doing ok thank you.",是的，很好，谢谢。,2
I feel on top of the world,我感觉在世界之巅,2
Im feeling really good and hopeful.,我感觉非常好，充满希望。,2
Im in such a good mood. I feel so lucky today,我心情这么好。我觉得今天很幸运,2
I am feeling contented and pleased today,我今天感到满足和高兴,2
I'm fine thanks.,我很好谢谢。,2
I'm feeling super!,我感觉超级棒！,2
"I'm fine, everything is good for the most part.",我很好，大部分情况下一切都很好。,2
I've never been happier,我从未如此快乐,2
Really good thanks,真的很好谢谢,2
