text,labels
谢谢 您 贴 ！,2
青春 总会 褪色 成 苍老 的 黑白 ， 但 记忆 永远 充满 色彩 ， 我 的 足球 记忆 ， 永远 闪耀 着 战车 的 黑红 金 ， 我 知道 终 有 一 天 那些 我 深 爱 的 面孔 会 消失 不再 ， 可 就算 见 不到 ， 也 依旧 深 爱 ， 你们 ， 就是 我 记忆 中 最 完美 的 德国 队 ， 我 会 守 在 这里 ， 等 你们 回来 ！,0
咁 你 得闲 就要 博 一 博 啦 ！ 如果 唔 系 封 晒 尘 啦 ！,3
哈哈 ！ 我 甘 厉害 ？ ？,2
你 妈 你 要是 敢 纹 我 明天 就 去 纹 一个 ！,1
"对 哟 。 昨天 那 照片 就 觉得 了
",2
冲动 是 魔鬼 哦 !,3
你 不 来 ， 我 能 不 去 吗 ？,0
有 一 种 排除 毒素 一身 轻松 的 赶 脚 [ 哈哈 ]   [ 哈哈 ]   爽 [ 得意 ],2
为什么 禁飞 区 还 不 设 ？,1
我 想 我 是 悲哀 的 。,0
昨 去 墓地 看 妈 整 一 天 心情 压抑 也 无 胃口 ， 一 天 水米未进 ， 今 缓 过来 连 吃 两 碗 稀饭 。 。,0
特别 是 不 听 指令 的 孩子 记忆 特 好 ， 很 有 礼貌 ， 还 和 我 讨价还价 小食 鱼 饼干 的 数量 。,3
腿 上 的 伤口 好 明显   t   t   这 又 不是 玩命 啊   去 他 的 节目 啊 咱 本来 就 够 优秀 了 不是 吗 ？,1
哈 哈哈 哈哈 哈哈 哈哈 ！,2
普通 中国 百姓 ， 的确 没 幸福 也 少 性福 。,0
没有 很 冷 ， ， ( [ 懒得 理 你 ]   旁边 有人 开口 ： 因为 家里 开 着 暖气 ， ， ) 哈哈 ， ， 今天 在 飞机 上 空服 员 广播 时 说 英文 没 说 好 ， 她 说 ( ladys   and   gentleman . . . ) 说 成 ： 「 类 地 生   砖头 们 . . . . . 」 我 一 听 ！,2
我 立刻 换 回来 了,3
肿 么 样 啊 你 妈咪 喜欢 不 ？,3
"想 买 啊 ！ 哪 有 买 ？
",0
你 无法 让 所有 人 都 满意,3
有些 事情 ， 不 知道 为什么 发生 ， 又 为什么 会 结束 。,3
"我 用 雅诗兰黛 的 和 娇兰 都 是 去 黑 眼圈 和 淡化 细纹
",1
你 勾搭 劳资 妹妹 ？,1
因为 没 人 管 ， 现在 我 要 懂得 自律 。,3
狗屁 华侨 ， 祸害 百姓 ， 助纣为虐 ！,1
呵呵 ， 火眼金睛 哦,2
安排 姐 很 久 没 活动 了 喔 ， 对得起 我们 嘛 ~,3
当前 楼市 ， 比 08 年 同期 略 强 。,3
不 感动 打死,1
我 的 脸上 不是 写 着   死 好人   三 个 字 吗 ? ? ! !   [ 抓狂 ],1
于 建嵘 教授 ： 您 可以 关心 一下 我 吗 ？,0
呵呵 ， 别人 ， 累 ！,0
哈哈 ， 早知今日 叫 你 请 我 饮 嘢,2
听 着 朋友 电话 里 低 啜 的 声音 ， 再 听到 五 岁 女童 稚嫩 的 一 声 谢谢 ， 我 潸然泪下 。,0
[ 泪   [ 泪 ]   气死 我 了 ， 英格兰 怎么 尽 出 了 这么 一 堆 跑 货 ！,1
所有 的 音乐 都 是 骗子 ， 他们 许诺 带 你 去 一个 美好 世界 ， 其实 只是 装作 知道 方向 ， 诓 你 一 段 在 路上 的 时光 。,3
哈哈 用 这种 方式 与 你 合影 啊 。,2
我 说 你 种 什么 菜,3
一 年 多 的 时间 不 算 长 ， 在 那里 却 感悟 了 许多 。,3
我 被 误伤 了 …,0
omg ， 已经 突破 我 极限 了 。,2
其实 近 两 个 月 盈江 已 先后 发生 1200 多次 5 级 以下 的 地震 ， 可 新闻 媒体 从来 没 关注 过 ， 恩 ， 两会 什么 的 可 重要 了 ， 即使 说 些 没 可行 性 的 提案 那 也 是 高贵 的 政治 ， 远 比 不足 五级 的 地震 重要 是 吗 ？,1
这 已经 是 头条 了 ， 他们 已经 做 了 你们 那么 久 的 头条 了 ， 能 不能 放过 他们 这 一 次 ？,1
各路 神仙 快快 来 救 我 … …,0
不是 说 台湾 当局 关心 了 吗 ？ 很多 比 南海 还 严重 的 事 ， 不 也 不让 关心 吗,1
我 不 开心 啊 亲 ！,0
司机 大叔 到 站 了 也 不 叫 我 [ 泪 ]   ， 自己 锁门 下车 。,0
老婆 ， 恩 哇 ！,0
小s andy 也 过 三八 节 哈 ！,2
木 有 ！ 您 那 脑子 里 整天 想 的 都 是 是 啥 啊 ？ 该 让 豆子 给 你 打开 清理 清理 了 ！,1
姚 壮宪 ( @ 姚 壮宪 ) 姚仙 ， 游戏 马上 就要 发售 了 ， 怎么 还 没有 正式 的 宣传 预告 片 阿 ？ ？,0
哈哈 ， 是 我 表妹 的 小 盆 友 嘛,2
假 的 ， 不能 和 巴西 做到 一起 ~ ~ 卧 槽,1
这 是 教育 的 失败 ， 也 是 这个 社会 的 悲剧 。,0
你 做到 了 ， 而且 越来越 好 ， 看着 你 的 粉 增 啊 增 很 为 你 高兴 ！,2
是 滴 ！ 嘿嘿 ~,2
结果 临近 中午 开始 胃 疼 ， 靠 ， 那些 酒 怎么 办 . . . . . .,1
我 现在 是 病人 ， 也 不 安慰 一下,0
怎么 办 怎么 办 给 我 个 答案 。,0
饿死 了 ， 准备 吃 早饭 ， 才 发现 钱包 没 带 [ 生病 ]   [ 生病 ]   [ 生病 ]   [ 生病 ]   [ 生病 ],0
"小 朋友 若有所思 , 说 ： 先生 我 好像 懂 了 。",3
难道 是 太阳 要 死 了 ？ ？ ？,3
生活 ， 就是 用 心灵 之 剪 ， 在 人生 之 路 上 裁 出 叶 绿 的 枝头 ；,3
要 不要 我 把 微博 的 字 读 出来 啊 ？ 哈哈,2
是 啊 墙 都 是 自己 刷 的 累死 了 ~,0
新 的 狂欢 即将 开始,2
但 俄 平时 连 钱 都 五 比 噶 窝 . . .,0
剥夺 我 这个 做 麻 麻 的 第 一 次 给 宝宝 喂 辅食 的 权利 ！ ！,1
我 明天 会 努力 的 ! !,3
怎么 连 我 偷 吃 也 拍 进去 拉 呜呜,0
"是 吖 ， 哈哈
",2
好 的 ， 等 我 找到 帮 我 排队 的 老公 我 就 去 做 ， 等 我 哈 ~ 美女 小 护士 。 [ 花心 ],2
敢 拿 家里 照片 说 事儿 ~ 打 你 哦 ~,1
排水 设施 怎么 啦,3
讨厌 看 牙医 啊 啊 啊 ! ! ! ! ! ! ! ! ! ! ! ! !,0
去 你 妈 的 = =,1
你 怎么 又 生病 了,0
这 是 我 诶 ！ 还 好 没 走光 啦,3
我 不用 画 晒伤 妆 … … 现在 就是,3
还 打包 了 ？ ！ 是 给 麻 麻 的 吗 ？,3
洋洋 你 快点 找到 白马 喔 ， 我 去 你家 住 陪 你 告别 单身,2
携程 你们 丫 有 病 吧 ， 我 不住 你们 定 的 酒店 怎么 了 ？,1
分手 了 ！ 我 不会 忘记 他 对 我 的 绝情 ， 去 他 的 ！,1
看来 小 王子 昨天 晚上 睡 的 非常 不好 ， 等 我 回来 安慰 他 一下 吧 。,0
曾 荫权 三 年 出访 40 次 ， 只 花 98 万 元 。,3
瞎 讲 ！ 我 怎么 记得 是 跟 你 看 的 ！,1
除了 这个 小小 的 惊喜 ， 今天 是 各种各样 的 不 爽 。 。 。 。 。 。,1
哈 ~ 长 得 可 像 我家 斑斑 了 ~ ~,2
"对 不住 了 ， 刺猬 哥
",0
我 送 你 就 不会 堵车 啦,3
吓 ？ 咩 情况 ？ ！,3
哥 我 放 了 个 小 长假 耶 ！ ！ 现在 和 你 一样 潇洒 ~,2
这 日子 很 滋润 呀 ！,1
小姨 那 学位 是 假 的 都 澄清 了,3
杨树 叶 很 苦 ， 不得 已 才 吃 的 。,3
没 到 现场 的 人 伤 不 起 啊,0
我 临走 时 深情 的 敬 了 他 一 杯 ， 你 在 里面 三 年 ， 我 在 外面 ， 这 位 仁兄 应 ， 咱们 缺 的 不是 时间 也 不是 钱 ， [ 手套 ] [ 帅 ],0
他 把 我 手 抓 出血 了,1
大 裤衩 同理 ， 早 干嘛 来着 . .,1
"早醒 是 正道
",3
喜宝 ， 那么 有 目标 的 一个 人 会 变成 这样 ， 感触 颇 多 。,0
我 这笔 黑 今天 就要 为 周 笔畅 说 句 话 怎么 了 ？ ！,1
郑和 舰队 团队 的 企业 家 问 彼得 巴菲特 如何 从 他 父亲 、 他 的 音乐 看待 企业 发展 ， 小 巴菲特 的 回答 非常 好 。,3
没事 ， 看到 从业 证书 我 明白 了,3
靠 你 娘 的 每天 荡 在 老子 身边 说 你 那个 男人 怎么 怎么 样 ， 靠 ， gay 不是 你 这样 做 的 ！,1
没有 ！,1
无 生活 来源 的 我 ， 至今 没有 恢复 伤势 ， 向 社会 各界 求救 ， 谁 能 帮帮 我 。,0
天朝 ， 你 究竟 是 有 多么 敏感 啊 ！,1
无缘无故 不会 心情 很 好 . .,0
心情 上下 不 ？,3
啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 啊 。 。 。,1
现在 打 得 怎么 样 了,3
我 也 有 预感 。 。,3
"您 又 老 了 ~ 馒头 哥哥
",3
回头 生 个 排 ！,2
气死 我 了 。 [ 怒 ]   [ 委屈 ],1
田 老大 说 我们 一个个 都 是 她 万里 挑 一 从 三万 多 份 简历 里 挑 出来 ， 简直 比 她 生 小孩 还 难 ， 所以 小 浪 团队 加油 吧 让 我们 一起 托起 明天 的 太阳 ！,2
哈哈 终于 晒 照片 了 想 你 了 杰,2
为 毛 你们 自己 有 问题 要 扯 到 108 ？,1
过 水 。 [ 泪 ] [ 泪 ] [ 泪 ] 。,0
"哎呀 , 快递
",0
北京 的 车位 你 停 不 起 啊 ！,1
请问 你 自己 信 吗 ？,3
"你们 两 个 是 不是 要 笑 死 我 ！
",1
我 还 在 赖床 呢 ！ 所以 别 吓 我,3
然而 看 不见 的 ， 是 不是 等于 存在 ？,3
人 太多 啦 ， 今晚 先 工作 室 人员 吃饭 ， 其他 好 朋友 我们 还有 活动 ~,3
最 起码 会 骂 我 一 天 的 ！ ！ 我 男人 起来 我 都 想 跑,0
抱住 ~   老大 你 终于 来 了 ~ ~ ~ [ 热 吻 ],2
记得 通知 我 ， 祝 下,3
连 长江 下游 干旱 或 内涝 都 是 三峡 惹 的 祸 时 ！ 说 什么 商人 流氓 是 毛 的 祸 不 稀奇,1
娃哈哈 ， 回来 我们 组团 相亲 吧 ！ 某人 在 韩国 老实 点儿 哈 ！,2
奶妈 。 你 堕落 了 ！ ！,0
读书 太 辛苦 了   捏 哈哈 哈哈 … …,2
那 祝福 一下 哈,2
杀青 快 6 个 月 我 还 没 出来 . . .,0
漫长 的 待产 时间 ！,0
不行 ！,1
对 我们 来说 只 会 更 忙 ！,3
胃 大爷 ， 我 求求 你 千万 别 再 痛 了 。 。 [ 泪 ] [ 生病 ],0
拿 刀 算 我 欺负 他 ， 我 用钱 砸死 他 ! 连 你 也 算 上 吧 !,1
值得 纪念 ~ ~ 哈哈,3
刚 出去 采访 一起 凶杀 案 ， 摄影 记者 萱 萱 和 海宁 在 事发 现场 门外 ， 被 两 个 便衣 警察 围住 ， 一 便衣 自称 是 流氓 ， 欲 抢 萱 萱 相机 ， 海宁 为 保护 萱 萱 被 便衣 按 倒 在 地 ， 鼻子 被 打 出血 ， 脖子 被 扭 青 …,1
为啥 见飞 呀 ， 不过 酒 剑 了 一半 哈 。 。,2
呵呵 ~ 给 力 年 ~ 香橙 陪 你 一起 给 力 2011 !,2
nnd ！,1
以为 自己 会 一点点 的 忘记 ， 可是 从 别人 口中 知道 你 的 消息 的 时候 ， 还是 忍不住 的 心 伤 ， 不 知道 是 舍 不得 还是 不 甘心 。,0
相关 的 人 都 应该 枪毙 ！,1
"我 请客 你 付钱
",1
"我 都 说 我 是 投入 了 感情 去 看 的 。 。 。
",0
"想 了 你 哪 天 来 啊 ？
",0
还 行 吧 ~ 内 男 的 解决 了 么 ？,3
"求 圈养 ！ ！ ！
",1
是 高跟 ， 哎哟 我 去 ， 我 发现 我 这 眼睛 怎么 越来越 小 了 。,0
没有 焦 ， 哈 哈哈,2
老娘 累 得 要死要活 尼玛 你 给 我 玩 隐形 ！,1
说 的 什么 ， 天蝎 是 最 神秘 的 星座 ， 大不了 这 回冲 泰国 菜 我 不 玩 神秘 了 嘛 ！,3
有 得 唱 k 噶 原来 ， 真 好 服务 ！,2
索 刊 速 来 聚 龙   [ 嘻嘻 ],2
还有 老 天母 买 二 赠 一 的 鸡腿 ～ ～ ～,3
去年 在 很 困难 的 情况 下 完成 了 三 大 任务 ， 不仅 供 完了 房子 ， 拿到 了 驾照 ， 而且 还 找到 了 我 一直 要 等 的 人 。,2
尼玛 ！ ！,1
你 说 你 到底 在 给 谁 打 电话 ! ! !,1
刚才 漂移 表演 其中 一 名 车手 帅 照 。,3
"纯 天然 不 含 防腐 剂 绝无 人工 色素 和 添加 的 相片 , 称之为 毛片",3
树 下 众 兄弟 和 家人 们 节日 合家 快乐 . [ 5 ]   [ 1 ],2
卡卡 你 卡 坏 的 腿 好 点 了 吗 ？,3
"大 蛆 的 视频 我 看 了 ！ ！ ！
",0
"是 啊 依然 北京
",0
好 啊 。 。 呵呵,2
迷离 ， 貌似 还 不是 一边 大 。 现在 没 啥 事 了 吧,2
上午 看到 我 考级 通过 ， 特别 为 我 高兴 ， 眼神 中 也 流露 出 不 经意 的 悔恨 。,2
你 没 闻到 我 的 微博 也 带 一 股 酒味 儿 吗 。 ？,1
嘿嘿 ， 你 娃娃 还 早 呀 ？,2
"建国 尚未 可知 ， 被 瓜分 估计 到 是 快 了 ！ 拭目以待 吧 ！ 静观 事实
",0
"我 回去 要 白吃 白 喝 ！ ！ ！
",1
十大 垃圾 食物 影响 儿童 健康 一 、 油炸 类 。,3
不用 太 感动 ！ ！ 哈哈,2
老人 家 、 你 还 过 儿童 节 啊 ? 哈哈,2
我 还 以为 你 另 结 新欢 了 呢 哈哈,2
哎呀 ! 热 的 睡 不 着 !,0
"边 个 边 个 啊 ?
",3
6 个 人 啊 ？,3
谁 叫 你 把 我们 的 抢 了 ？ ！ 呜呜,0
"哎哟 ， 秘密 哦
",2
其实 在 搞 什么 。,1
唉 ~ ~ ~ ~ ~,0
你 怎么 知道 怎么 知道 我 昨儿 麻将 去 了 。 。 哎呀呀,3
"我 有 关系 啊 ！
",0
我 有幸 收藏 了 她 三 幅 作品 。,2
哈 哈哈 ， 太 怀念 课堂 了 么 ~,2
主要 被 护士 说 他 鸡 鸡 小 ， 伤 自尊 了 。,0
嗷嗷 ！,2
"哪 有 。 我 看 了 的 。
",0
真的 不要 担心 ， 我 去 换 票 之前 也 是 订单 完成 ， 一样 换 到 票 了,3
姿 儿 别 哭 噢 有 我,0
不要 这样 。 。 。,1
昨儿 个 接着 就 睡 啦 ， 一 想 就是 你 在 呼唤 我 ， 嘻嘻,2
"我 的 妹妹 呵呵
",0
」 我 压力 很 大 诶,0
矮 油 ~ ~ ~ 我们 受宠若惊 啊 有 木 有 ！ ！ ！,2
"叫 帮 你 买 一个 ！ ！ ！
",1
"木头 带 你 就算 呗 ， 呵呵 … 早 有 你 北京 说 不定 就 十 人 游 了 …
",3
我 欲 拯救 世人 ， 世人 却 离 我 而 去 ， 愚不可及 。 你 无 逼 我 爆 粗 下,0
要 高调 宣传 下 ！,2
其实 很 简单 哈 ！ 你 最近 在 干嘛 呢 ？,2
还有 另 一个 要 修改 的 项目 还 木 有 搞 完 五分之一 ( … … …,0
上 了 二 天 的 课 ， 收获 颇 多 ， 还是 那 句 「 凡事 正面 ， 能量 无限 」   快乐 才 是 动力 ~ ~ ~   哈哈 ！,2
哈尔滨 飞 北京 的 航班 ， 从 19 ： 10 延误 到 21 ： 40 ， 又 延误 到 23 ： 00 ， 还有 比 这 悲 摧 的 事情 吗 ？,0
别 夸 我 。 。 我 害羞 ！,2
范 ， ， 生日 快乐 ，,2
很多 受 帮助 的 人 把 车 和 家具 都 卖 了 。,3
帮 果果 说 ， 赛 赛 一 家 祝 他 节日 快乐,2
"好 咧 。 看 我 这儿 有 没有 人 积极 相应 。 哈哈
",0
9494 没事 我 很 坚强 的 打字 不用 左手 食指 了,3
[ 太 开心 ]   [ 太 开心 ]   [ 耶 ]   [ good ],2
只要 身体 协调 的 人 学 起来 都 不会 太 难 地 。,3
哈哈 我 应该 隐瞒 我 吃 了 花生 的 事实 。 。 只 发 杏仁 然后 把 你们 全 一 遍,2
怎 可 姑息 ？,1
我 才 开始 高兴 我 失眠 跟 便秘 好 了 ， 睡 不 着 觉 最 牙刷 了,3
maybe ！,3
"必须 必 月底 接见 我 不
",2
哈哈 。 所以 你 最好 别 让 我 有 复仇 的 念 想 …,3
我 去 香港 . . 不 发 围脖 了 看 港 铁 帅哥,3
说 点 好 消息 ， 我 的 一 位 同事 上周 生 了 一个 女孩 ， 今天 去 看看 ， 老 听 朋友 同事 讲 她们 闺女 的 事 ， 好 羡慕 ～ ～,2
不 知道 为什么 ， 最近 心情 不是 很 好 ， 也许 是 新闻 天天 播放 地震 灾难 ， 在 灾难 面前 人类 真的 很 渺小 ， 生命 可以 在 瞬间 被 老天 夺走 。,0
我 很 后悔 。 。 。,0
你 总是 丢 下 我 一个 人 ， 让 我 自生自灭 。,0
想 …,0
"就是 ！ ！ ！
",1
哈哈 那 眼神 有点 像 你 ！,2
就是 尽快 把 我 的 肺 啊 嗓子 啊 大脑 啊 啥 的 弄好 。 。,0
搭 电梯 除了 靠 门口 站 之外 ， 包包 要 背 在 内测 ， 小心 被 抢 . . . . . . . .,3
今天 身体 终于 垮 了 ， 病 了 。,0
昨晚 ， 我 睡 的 好 舒服 好 舒服 的 时候 ， 只 听见 自己 的 手机 在 不停 的 震动 震动 … …,3
发稿 = 营销 ？,1
"这 不是 教育 部 , 甚至 不是 国务 院 所 能 阻止 的 ~ 最高 权力 领袖 、 政治 家 ,   必须 有 对 中华 民族 高度 负责 的 具体 行动 !",1
这个 我 还 真 不 知道 了 ！,3
粗 来 啊 ！,1
偶 屎 真情 牛 露 啊 借 个 年头 重 感情 滴 银 伤 不 起 啊,0
哈 现在 你 跑 估计 被 恶狗 追 咬,2
啊 ? 还 卖 关子 ? !,3
"是 啊 ， 头发 都 是 虱子
",0
哈哈,2
接下来 什么 安排 ? 你 回来 ? 还是 我 找 你 玩 去 ?,3
我 发现 我 可 真是 赚 到 了 ， 才 活 了 不过 20 几 年 ， 碰上 了 50 年 一 遇 的 旱灾 ， 100 年 一 遇 的 洪水 ， 60 年 一 遇 的 大雪 ， 300 年 一 遇 的 泥石 流 ， 500 年 一 遇 的 地震 ， 600 年 一 遇 的 海啸 . . . . .,0
谁 能 帮 我 ？,0
就 会 说 恩怨 二 字 。,1
已 顺利 到达 新加坡 ， 与 女儿 已 见面 。 一切 顺利 ！,2
"呵呵 ~ 无 计 啦
",0
这 就是 我们 所谓 的 一衣带水 的 邻居 吗 ？,1
你 这个 败家子,1
twitter 的 一举一动 都 将 为 我 朝 的 微博 业 发展 提供 指引 与 复制 。 [ 钱 ],3
工厂 做 货 没 理由 色差 这么 远 的 吧 。,1
[ 给 力 ]   预警 / / @ 阿迪斯 爹 ： / / @ 墨 者 阳光 ： 成绩 逼死 了 孩子 .,1
恩恩 假如 后面 两 段 没 涉及 到 的 我 就 删掉 了 ~,3
调 的 是 时间 . . .,3
哈哈 ， 你 真 细致 …,2
"忙 完 这 阵 给 你 办 了 ！ 爱人
",1
"他 不会 给 我 机会 的 。
",3
我 到 不怕 蜘蛛 的 …,3
请 联系 ： 15822591007   阿姨 让 我 转告 大家   非常 感谢 大家 一直 以来 的 支持   她 也 非常 舍 不得 大家   再见 了   我 的 奶 泡 可可 [ 泪 ],0
哈哈 ， 考验 你 的 时候 到 了,2
你 坑 爹 呢 = =,1
还 不让 罗 志祥 出来 。,1
结果 今年 再见 ， 晚 的 多 的 相似 方向 公司 已 做 的 不错 ， 我 和 他 开 玩笑 说 ， 如果 去年 你 开 干 ， 现在 已经 是 百万 用户 ， 数 千万 美金 级别 公司 了 。,0
你们 没有 ？ ？,3
早安 ， 充满 爱 的 星空 ！   [ 鲜花 ],2
我 回来 给 陪 得 我 累 哈哈,2
板 板 是 亲妈 ， 亲妈 和 圣母 到底 有 神马 个 区别 啊 ？ ！,1
感谢 快乐 大本营 的 所有 工作 人员 ！,2
"坐 的 火车 啊 ！
",3
不要 这样 嘛 ~ 上 辈子 你们 竞争 的 对象 是 我 吗 ？ 别 怪 我 确实 说话 太 直接 了 点 。,3
刚才 打劫 时 怎么 没 看见 ？,3
呃 我 姨妈 的 女儿 管 他 叫 显 众 ！,3
"不 好 意思 我 赢 了
",3
唉 ， 离 得 太 远 ， 不然 我 请 你,0
尼玛 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！,1
"画堂 紫 烟 啊 ，
",0
当然 ， 企业 也 有 牛人 ， 而 ， 智力 机构 有 牛群 。,3
删 了 ， 贱人 。,1
这 是 在 浴室 。 然后 ， 你 最近 不是 一般 的 纠结 哇 。,3
"哇 ， 偷拍 到 我 了
",2
天下 只有 儿女 愧对 父母 — — 祝 天下 母亲 幸福 。,0
/ / @ 高 胜行 : 处罚 的 办法 ： 抓 到 后 判 几 年 就 吃 几 年 他们 自己 炼 的 地沟 油 ！,1
普通 ？ 谁 下 的 定义 ？ 您 ？,3
/ / @ 毛 家茵 :   好好 好 ！ ！ [ 嘻嘻 ] [ 爱 你 ],3
就 连 一些 愿意 为 之 辩护 的 人 都 不 好 意思 开口 ， 除了 窦 含章 、 吴 法天 。,1
到 吃饭 的 点 了 可 没 食欲 ， 人 最 可怕 的 就是 没有 了 欲望 ， 对 人 失望 ， 对 事 绝望 。,0
我 死 了 你 会 孤单 . . .,3
"我 帮 你 扎 起 ~ ~
",1
等 会 再 把 凌乱 的 办公 桌 收拾 干净 ， 就 可以 回家 啦 ！,2
"呢 个 月 桃花 运 爆棚 阿 , 第 五 个 表白 者 , 哈哈 [ 哈哈 ]   双子 座 系 好 嘢 噶 .",2
@ 小毛 cat   五角场 nine   west 部分 五 折 后 满 300 减 80 [ 哈哈 ] 我 抢 了 双 回来 ~ 最后 一 双 7.5 码   我 怀疑 我 的 脚 变 小 了 … …,2
非常 嚣张 的 拒载 ！,1
"塔 香 ！ 我 错 了 ！ ！
",0
/ / @ btv 收藏 秀 : 回复 @ 西宝 园 : 嘿嘿 [ 偷 笑 ],2
怎么 样 了 现在,3
话 说 我 上次 一个 人 从 淡水 走 回 惠城 … 怎么 成 了 最 容易 迷路 的 了 ？,0
哈哈 ！ 你 是 说 小可 不 ？,2
哈哈 。 你 应该 知道 我 喜欢 把 话 反 着 说 的 。,2
哈哈   如果 灵山 的 负责 人 吴 国平 同志 看到 了 ， 花 个 300 万 请 你 做 个 片子 ~ ~,2
可怜 了 ， 把 自己 裹 严实 点 吧 ， 索性 把 它 调 高点 就是 啦 ~,0
阿哥 你 仲 未训 ？ 我 以为 夜晚 洗 屏 冇 人 知 啊 吗,1
是 谁 令 到 民不聊生 、 民怨沸腾 ？,1
"/ / @ 医药 营销 信息 化 - 冯军 : 参加 赵总 组织 的 医药 沙龙 , 颇 多 受益 !",2
那 好 吧 ， 这个 回答 我 挺 满意 的,2
我 : 谢谢 老师 ^ _ ^ .,2
你 又 没 上 境 哈哈 病 治 的 怎么 样 了,2
有些 相 笑 翻 了 ! !,2
"乘风破浪 ！
",3
发 个 这 是 啥 意思,3
年轻 啊 ！ 年轻 啊 ！,2
说 不 出来 的 感觉 ， 烦恼 什么 时候 都 有 ！,0
鼓吹 国 八 条 让 民众 再 进 观望 期 。,3
好 了 ， 又 完成 一个 ， 我 要 回家 过节 啦 。,2
这 是 怎么 回 事,3
感谢 好 朋友 们 专程 前来 深圳 贺寿 ， 再次 感恩 ！,2
唉 ， 最近 一直 在 变 帅 。 真 困扰,2
皂片 终于 到手 袅 ～,2
伤 不 起,0
有 小小 五 开心 .,2
国庆 快乐 ！ 幸福 堵车 中 ！,2
女孩 子 并不 是 天生 就是 让 人 来 当做 花瓶 欣赏 的 ， 内心 丰富 的 女孩 儿 才 是 最 强大 的 。,3
我 老牛 要 吃 嫩草 了 有 木 有 ！ ！ ！,1
你 妹 的 ， 敢 不敢 别 用 这 蛋 疼 的 箱子 了 ！ ！,1
哈哈 夸 得 真 磁实 ！,2
"尼玛 昨天 我 叫 你 , 你 居然 都 不 看 我 一眼 , 还 想 混 不",1
太 让 我 伤心 咯 ！ ！ 不 带 我 。,0
"我 不 抽烟 。 真的 。 哥 。
",0
不过 现在 倒是 感觉 轻松 许多 啊 。,2
你们 这种 行为 属于 坑 爹 。,1
真是 万般 愧疚 ， 往后 一定 多 拍 些 留念 。,0
你 爸 妈 怎么 这么 潮 什么 都 晓得 我 爸 妈 哪个 都 认 不到,3
[ 哈哈 ]   改 好 就 可以 准备 最后 的 装机 ， 拍照 ， 找 个 论坛 发帖 weiphone+pcinlife ！,2
出 医疗 事故 了 ， 取出 右侧 睾丸 阿 鸡 就 挂 了 。 - _ - b … …,0
师父 你 一下 发 这么 多 条 ， 看 的 我 多 累 你 知道 么 ？ 还 没 错字 ！ 可恨,1
垄断 企业 的 财路 你 挡 不 起 啊 ！,1
单身 的 人 你们 伤 不 起 啊 哎呀呀 …,0
很 久 木 有 收 礼物 的 人 伤 不 起 啊,0
我 昨晚 基本 上 没 睡着 啊,0
又 快 开学 了 ~ 没有 周末 的 日子 又 来 了 ~,0
"都 是 哪里 淘 的 啊 ?
",2
就 这样 ， 一直 纠结 着 痛苦 ， 呜呜,0
奖金 使 老师 不择手段 .,1
真 他 妈 想 把 你 人肉 出来 贴 避孕 广告 插页 上 ！,1
一直 怀疑 这 节 车厢 有人 ， 早上 新闻 还 说 还 搜救 结束 ， 结束 尼玛 啊,1
悲 催 阿 ， 话 说 有 分 班 吗,0
老 拿 积分 说 事 ！,1
什么 什么 ？,3
感谢 @ 布泉 笨 笨   的 餐馆 提供 此 顿 美餐 ， 谢谢 。,2
杯 具 咯 ， 谁 那么 恨 废 了 你 的 射手 啊 ！ ？,0
两 天 前 的 这个 时候 ， 还 在 放学 回家 的 路上 ， 当时 看到 那个 消息 ， 还 不知 是 真 是 假 ， 虽然 很 突然 ， 但 那 满满 的 幸福 感 却 那么 真实 。,2
你 也 举报 他 啊 互相 举报 真是 的 对了 举报 会 出 什么 现象 ？,3
"败 家 媳妇 儿
",3
别 再 抢 我 的 女 朋友,1
哈哈 ， 看来 你 也 被 角度 搞 晕 了 .,2
巴萨 内讧 吧 ！,2
抢 到 啦 抢 到 啦 99 元 石家庄 到 香港 高兴,2
哈哈 哈哈 . .,2
老子 用 联通 去 ， 特 么 王八蛋,1
我 都 道歉 了 呀 ， 十 年 来 你 还 不 了解 我 么 =   =,0
还有 32 个 小时 。 随时 会 发生 任何 情况 。 到 时候 我 没有 任何 办法 挽回 。,0
"是 的 。 。 。
",3
我 愿意 打死 他 也 不让 他 毒死 ！ ！,1
"放心 吧 ， 现在 已经 不 戴乐 ！ 戴 这个 他 很 生气 的 。
",0
我 是 色 女 。 被 你 发现 了 ， 怎么 办 ？,0
感觉 会 被 吸 进去 ， 你 不 觉得 吗 ?,3
"璐璐 你 在 邻水 没 得 嘛 我 要 回来 了
",3
那 你 想 干 甚 ？ ？ ？,3
"那 是 我 爹 是 我 偶像 呼呼
",1
"我 也 看 出来 了 ！ 还是 上海 好
",0
再 怎么 着 也 得 替 郭 奶奶 想想 啊   她 一个 人 顶住 全 中国 人 的 压力 容易 么 ？,1
请问 青砖 呀   你 是 多 愚蠢 才 筑 起 了 我 这 道 城墙,3
"我 也 还 好 ， 昨天 发挥 超常
",2
前排 各种 枪林弹雨 各种 伤 不 起 啊 ! ! . . . .,1
主要 是 我 会 心疼 ， 知道 吗 ？,0
"一路顺风 啊
",3
